order_id,customer_id,order_date,channel,store_id,promo_id,status
O000496,C01068,2024-04-27,In-Store,S011,,Delivered
O000497,C04307,2024-04-10,Online,,,Delivered
O000498,C00220,2024-05-11,Click & Collect,S007,,Delivered
O000499,C00300,2024-09-12,Online,,,Delivered
O000500,C02187,2024-04-30,In-Store,S011,,Delivered
O000501,C03825,2023-07-27,In-Store,S005,,Delivered
O000502,C01685,2024-05-24,In-Store,S007,,Delivered
O000503,C02811,2024-12-03,Online,,,Delivered
O000504,C04779,2024-12-27,In-Store,S002,,Processing
O000505,C01063,2024-08-15,In-Store,S008,,Delivered
O000506,C03264,2023-02-20,In-Store,S005,,Delivered
O000507,C00267,2024-09-05,In-Store,S009,,Delivered
O000508,C03335,2024-11-17,Click & Collect,S009,,Delivered
O000509,C03165,2024-06-29,Click & Collect,S005,PR006,Delivered
O000510,C03233,2024-12-10,In-Store,S012,,Cancelled
O000511,C01611,2024-06-04,Online,,,Delivered
O000512,C04716,2024-05-07,Online,,,Delivered
O000513,C04886,2024-03-30,Online,,,Delivered
O000514,C01934,2024-04-26,Online,,,Delivered
O000515,C04327,2024-11-14,Online,,,Returned
O000516,C02738,2024-06-05,Online,,,Delivered
O000517,C00778,2024-12-31,Online,,,Processing
O000518,C02438,2024-06-11,Click & Collect,S004,,Delivered
O000519,C03314,2024-01-15,Online,,,Delivered
O000520,C04324,2023-12-08,In-Store,S005,,Delivered
O000521,C03789,2022-11-30,Click & Collect,S011,,Delivered
O000522,C02100,2023-10-28,Online,,,Delivered
O000523,C02585,2024-03-12,Click & Collect,S011,PR005,Delivered
O000524,C00444,2024-09-02,Online,,,Delivered
O000525,C00175,2022-12-05,In-Store,S007,,Delivered
O000526,C01708,2024-12-25,Online,,,Delivered
O000527,C02394,2024-08-16,In-Store,S009,,Delivered
O000528,C00455,2023-09-09,Online,,,Delivered
O000529,C04229,2023-05-22,Click & Collect,S010,,Delivered
O000530,C01232,2024-02-12,Online,,,Delivered
O000531,C00694,2024-11-27,Online,,,Delivered
O000532,C02773,2024-06-07,Online,,,Delivered
O000533,C03176,2023-08-11,Online,,,Delivered
O000534,C04182,2024-10-13,Online,,,Delivered
O000535,C03384,2024-01-10,In-Store,S012,,Delivered
O000536,C02458,2023-07-09,In-Store,S008,,Returned
O000537,C04808,2023-05-24,In-Store,S001,,Delivered
O000538,C02984,2024-10-26,In-Store,S005,,Delivered
O000539,C01618,2024-08-25,In-Store,S011,,Delivered
O000540,C01811,2023-12-05,Click & Collect,S008,,Delivered
O000541,C01269,2024-08-24,In-Store,S011,,Delivered
O000542,C01655,2023-07-20,Click & Collect,S011,,Delivered
O000543,C02756,2023-05-08,In-Store,S010,,Cancelled
O000544,C03963,2024-04-29,Online,,,Delivered
O000545,C00417,2024-09-29,In-Store,S006,,Returned
O000546,C01988,2024-12-27,In-Store,S001,,Shipped
O000547,C00761,2024-04-25,Online,,,Delivered
O000548,C01945,2024-03-08,In-Store,S008,,Delivered
O000549,C01935,2024-07-06,In-Store,S003,,Returned
O000550,C03542,2024-04-07,Click & Collect,S003,,Delivered
O000551,C01527,2024-10-27,In-Store,S008,,Delivered
O000552,C01591,2024-12-23,Online,,,Delivered
O000553,C03887,2024-11-01,Online,,,Delivered
O000554,C00724,2024-05-01,Online,,,Delivered
O000555,C02744,2023-05-26,Online,,,Delivered
O000556,C01251,2024-12-25,In-Store,S001,,Delivered
O000557,C01856,2024-09-19,In-Store,S009,,Delivered
O000558,C00527,2023-12-03,In-Store,S005,,Delivered
O000559,C01080,2024-05-11,In-Store,S007,,Delivered
O000560,C01837,2022-12-06,In-Store,S002,,Delivered
O000561,C00504,2024-10-29,Click & Collect,S009,,Delivered
O000562,C02045,2023-11-02,In-Store,S010,,Cancelled
O000563,C00830,2024-10-19,Click & Collect,S009,,Delivered
O000564,C01523,2024-12-28,In-Store,S007,,Shipped
O000565,C04141,2024-10-10,In-Store,S008,,Delivered
O000566,C03762,2024-07-22,Click & Collect,S010,,Delivered
O000567,C03876,2023-06-19,In-Store,S010,,Delivered
O000568,C01012,2023-01-16,Online,,,Delivered
O000569,C04504,2024-08-09,Click & Collect,S004,,Delivered
O000570,C02014,2022-06-19,In-Store,S004,,Delivered
O000571,C03262,2022-03-30,Online,,,Delivered
O000572,C01193,2023-05-29,Online,,,Delivered
O000573,C03876,2023-07-28,In-Store,S002,,Delivered
O000574,C00582,2023-08-04,In-Store,S007,,Delivered
O000575,C01882,2024-11-21,Online,,,Delivered
O000576,C00671,2024-10-15,Click & Collect,S008,,Delivered
O000577,C01862,2023-12-20,Online,,,Delivered
O000578,C00905,2024-06-06,In-Store,S005,,Delivered
O000579,C01814,2024-08-05,In-Store,S012,,Delivered
O000580,C04426,2023-10-29,In-Store,S005,,Delivered
O000581,C01507,2024-02-02,Click & Collect,S003,,Delivered
O000582,C04417,2024-03-16,Online,,PR005,Delivered
O000583,C00567,2024-11-30,In-Store,S010,PR007,Delivered
O000584,C03999,2023-04-13,In-Store,S011,,Delivered
O000585,C02871,2023-08-30,Click & Collect,S003,,Cancelled
O000586,C03131,2024-02-11,Online,,,Delivered
O000587,C02625,2024-05-26,Click & Collect,S003,,Delivered
O000588,C03138,2024-04-22,In-Store,S001,,Delivered
O000589,C00027,2024-05-27,In-Store,S010,,Delivered
O000590,C03328,2024-03-17,Online,,PR005,Returned
O000591,C04915,2024-04-01,Online,,,Delivered
O000592,C02966,2024-09-15,In-Store,S002,,Cancelled
O000593,C04661,2024-08-09,In-Store,S011,,Delivered
O000594,C02177,2024-11-22,In-Store,S008,,Delivered
O000595,C03696,2024-11-21,Click & Collect,S010,,Delivered
O000596,C02873,2023-02-20,Click & Collect,S010,,Delivered
O000597,C00917,2024-06-02,In-Store,S010,,Delivered
O000598,C01744,2024-09-04,In-Store,S008,,Delivered
O000599,C01087,2024-12-01,In-Store,S008,PR007,Delivered
O000600,C01407,2022-04-20,In-Store,S009,,Cancelled
O000601,C03304,2024-08-01,In-Store,S005,,Delivered
O000602,C01811,2022-06-19,In-Store,S007,,Delivered
O000603,C04055,2024-12-15,Click & Collect,S002,,Delivered
O000604,C01735,2023-08-29,Online,,,Delivered
O000605,C01635,2024-06-28,In-Store,S008,PR006,Cancelled
O000606,C02234,2023-06-29,Online,,,Delivered
O000607,C04858,2024-10-09,Online,,,Delivered
O000608,C03406,2023-11-26,Online,,PR004,Delivered
O000609,C04119,2024-05-07,Online,,,Delivered
O000610,C01322,2024-09-03,Click & Collect,S006,,Returned
O000611,C01889,2024-10-18,In-Store,S010,,Delivered
O000612,C02331,2023-03-27,Click & Collect,S008,,Delivered
O000613,C02790,2024-07-24,Online,,,Delivered
O000614,C00422,2023-11-03,In-Store,S002,,Delivered
O000615,C01356,2023-10-15,In-Store,S007,,Delivered
O000616,C00704,2024-10-01,Click & Collect,S005,,Delivered
O000617,C02947,2022-01-26,Online,,,Returned
O000618,C00811,2024-07-27,In-Store,S010,,Delivered
O000619,C04792,2024-12-08,In-Store,S011,,Delivered
O000620,C00689,2023-10-09,Click & Collect,S012,,Delivered
O000621,C00251,2024-08-27,Click & Collect,S003,,Delivered
O000622,C02558,2023-04-30,In-Store,S006,,Delivered
O000623,C00209,2023-03-27,Online,,,Delivered
O000624,C04372,2024-12-25,Click & Collect,S005,,Delivered
O000625,C02063,2024-10-26,In-Store,S002,,Delivered
O000626,C02548,2022-10-03,In-Store,S011,,Cancelled
O000627,C01976,2023-03-24,Click & Collect,S006,,Delivered
O000628,C04902,2024-05-15,Click & Collect,S003,,Delivered
O000629,C04357,2024-01-18,In-Store,S007,,Delivered
O000630,C04724,2023-04-23,In-Store,S011,,Delivered
O000631,C02247,2023-03-03,Online,,,Returned
O000632,C03009,2024-10-23,Click & Collect,S012,,Delivered
O000633,C03831,2022-04-27,Click & Collect,S011,,Delivered
O000634,C03273,2023-02-10,In-Store,S009,,Delivered
O000635,C02277,2022-12-17,In-Store,S006,,Delivered
O000636,C02876,2023-08-26,In-Store,S011,,Delivered
O000637,C00816,2024-02-20,In-Store,S006,,Delivered
O000638,C02913,2024-12-02,Click & Collect,S006,PR007,Delivered
O000639,C04116,2024-11-01,Click & Collect,S012,,Delivered
O000640,C04080,2023-03-22,Online,,PR002,Delivered
O000641,C04384,2024-10-28,Click & Collect,S001,,Delivered
O000642,C04363,2024-06-05,Online,,,Delivered
O000643,C00365,2023-05-23,Online,,,Delivered
O000644,C02145,2023-11-24,In-Store,S008,PR004,Delivered
O000645,C04060,2023-06-08,Online,,,Delivered
O000646,C00369,2022-04-20,In-Store,S002,,Delivered
O000647,C03730,2024-03-12,Online,,PR005,Delivered
O000648,C03095,2023-04-12,Click & Collect,S010,,Returned
O000649,C04024,2024-05-17,In-Store,S006,,Delivered
O000650,C00689,2024-08-28,Online,,,Delivered
O000651,C00958,2023-06-02,In-Store,S007,,Returned
O000652,C00251,2024-12-05,In-Store,S007,,Delivered
O000653,C01954,2024-09-24,Online,,,Returned
O000654,C00612,2024-11-04,In-Store,S005,,Delivered
O000655,C02619,2023-07-01,In-Store,S001,PR003,Delivered
O000656,C04816,2024-05-19,Click & Collect,S003,,Cancelled
O000657,C02543,2024-05-20,Online,,,Delivered
O000658,C03634,2024-01-22,In-Store,S001,,Returned
O000659,C03350,2023-09-13,In-Store,S005,,Delivered
O000660,C00486,2024-09-24,In-Store,S008,,Delivered
O000661,C04640,2024-12-28,In-Store,S005,,Shipped
O000662,C04321,2024-11-12,Click & Collect,S004,,Delivered
O000663,C02166,2024-02-19,Click & Collect,S002,,Delivered
O000664,C00661,2024-12-16,Online,,,Delivered
O000665,C02709,2023-09-12,Online,,,Delivered
O000666,C00931,2023-12-22,Click & Collect,S011,,Delivered
O000667,C04777,2023-02-22,Online,,,Delivered
O000668,C01344,2024-11-12,In-Store,S008,,Delivered
O000669,C02562,2023-10-22,Online,,,Delivered
O000670,C02699,2024-11-06,In-Store,S006,,Delivered
O000671,C03021,2023-07-25,Online,,,Delivered
O000672,C01885,2024-12-07,Online,,,Delivered
O000673,C04062,2023-10-10,In-Store,S011,,Delivered
O000674,C01078,2024-11-09,In-Store,S008,,Delivered
O000675,C00072,2024-03-02,Click & Collect,S003,,Delivered
O000676,C02991,2023-05-07,In-Store,S009,,Delivered
O000677,C02083,2022-02-19,Click & Collect,S005,,Delivered
O000678,C03557,2022-06-15,Click & Collect,S004,,Delivered
O000679,C02954,2024-05-14,In-Store,S012,,Delivered
O000680,C00466,2024-03-09,Online,,,Delivered
O000681,C01267,2024-07-30,In-Store,S011,,Returned
O000682,C02151,2023-12-02,Online,,,Delivered
O000683,C02359,2022-10-22,Online,,,Delivered
O000684,C01060,2024-09-27,In-Store,S005,,Delivered
O000685,C01896,2024-11-26,Online,,,Delivered
O000686,C01076,2024-08-07,Online,,,Delivered
O000687,C01690,2023-03-07,Online,,,Returned
O000688,C03743,2024-03-20,Online,,,Delivered
O000689,C04070,2024-05-09,In-Store,S004,,Delivered
O000690,C04652,2023-03-28,In-Store,S001,,Delivered
O000691,C01866,2022-08-04,In-Store,S004,,Returned
O000692,C01310,2024-08-25,In-Store,S006,,Delivered
O000693,C01235,2023-02-26,In-Store,S008,,Delivered
O000694,C02288,2024-10-14,In-Store,S011,,Delivered
O000695,C04228,2024-08-09,Online,,,Delivered
O000696,C00025,2024-08-27,In-Store,S001,,Delivered
O000697,C00795,2024-06-07,Online,,,Delivered
O000698,C03223,2022-09-20,In-Store,S006,,Delivered
O000699,C01649,2023-08-10,In-Store,S012,,Delivered
O000700,C04586,2024-04-18,In-Store,S012,,Returned
O000701,C03750,2024-05-24,Online,,,Delivered
O000702,C02598,2024-05-05,Online,,,Cancelled
O000703,C04896,2024-09-23,Click & Collect,S005,,Cancelled
O000704,C03058,2024-03-17,Online,,PR005,Delivered
O000705,C01807,2022-11-22,Online,,,Delivered
O000706,C01513,2022-05-29,Online,,,Delivered
O000707,C04405,2023-05-22,In-Store,S012,,Cancelled
O000708,C02015,2024-08-28,Online,,,Delivered
O000709,C04933,2024-11-15,Click & Collect,S001,,Delivered
O000710,C02028,2024-12-09,Click & Collect,S005,,Delivered
O000711,C02531,2024-02-23,In-Store,S002,,Delivered
O000712,C00650,2023-12-05,In-Store,S005,,Delivered
O000713,C04418,2024-11-13,Online,,,Delivered
O000714,C04951,2024-03-04,Online,,,Delivered
O000715,C01679,2023-04-16,In-Store,S009,,Returned
O000716,C01136,2024-07-12,Online,,,Delivered
O000717,C00583,2024-10-14,In-Store,S002,,Delivered
O000718,C03422,2024-10-29,Online,,,Delivered
O000719,C02541,2024-11-09,In-Store,S011,,Returned
O000720,C00384,2024-04-23,Online,,,Delivered
O000721,C04696,2024-11-23,In-Store,S010,,Delivered
O000722,C01162,2023-01-14,Online,,,Delivered
O000723,C04393,2024-08-25,Online,,,Delivered
O000724,C01657,2022-03-18,Click & Collect,S002,,Delivered
O000725,C01556,2023-05-05,Online,,,Delivered
O000726,C01094,2024-12-30,Online,,,Processing
O000727,C02073,2024-04-23,Click & Collect,S004,,Delivered
O000728,C02028,2024-10-15,Click & Collect,S009,,Delivered
O000729,C04374,2023-12-30,In-Store,S001,,Delivered
O000730,C02512,2024-08-21,Click & Collect,S010,,Delivered
O000731,C04051,2024-09-09,Online,,,Delivered
O000732,C03721,2022-10-07,Online,,,Delivered
O000733,C02497,2024-12-01,In-Store,S003,PR007,Delivered
O000734,C02891,2022-09-10,Online,,,Delivered
O000735,C02266,2022-01-30,In-Store,S006,,Delivered
O000736,C02438,2024-07-26,Online,,,Delivered
O000737,C01509,2023-10-12,In-Store,S010,,Delivered
O000738,C01657,2022-06-26,In-Store,S008,,Delivered
O000739,C01059,2024-08-28,In-Store,S011,,Delivered
O000740,C01043,2024-09-11,Click & Collect,S006,,Delivered
O000741,C03507,2022-08-05,In-Store,S010,,Delivered
O000742,C02833,2022-12-21,Online,,,Returned
O000743,C02708,2024-05-25,Online,,,Delivered
O000744,C04629,2024-09-16,In-Store,S010,,Delivered
O000745,C01986,2024-11-13,In-Store,S008,,Delivered
O000746,C00691,2024-12-14,In-Store,S011,,Delivered
O000747,C02665,2024-12-04,In-Store,S005,,Delivered
O000748,C01314,2024-05-06,Online,,,Delivered
O000749,C03261,2024-11-01,Online,,,Delivered
O000750,C03654,2024-06-22,Online,,,Delivered
O000751,C01787,2024-10-15,In-Store,S001,,Delivered
O000752,C03475,2024-09-01,Click & Collect,S005,,Delivered
O000753,C00228,2023-05-31,Click & Collect,S011,,Delivered
O000754,C02898,2024-10-16,In-Store,S007,,Delivered
O000755,C01645,2023-10-06,Online,,,Delivered
O000756,C04226,2023-02-21,Online,,,Delivered
O000757,C03932,2024-11-12,Online,,,Delivered
O000758,C02237,2024-11-13,Click & Collect,S005,,Delivered
O000759,C00635,2024-07-15,Online,,,Delivered
O000760,C02551,2024-07-01,Online,,PR006,Delivered
O000761,C02504,2024-07-09,Online,,,Delivered
O000762,C02691,2024-08-20,Click & Collect,S008,,Delivered
O000763,C04087,2023-05-04,In-Store,S001,,Cancelled
O000764,C03213,2024-09-21,In-Store,S004,,Delivered
O000765,C01301,2024-10-06,Click & Collect,S001,,Delivered
O000766,C04677,2024-03-13,In-Store,S010,PR005,Delivered
O000767,C02008,2024-12-31,In-Store,S007,,Delivered
O000768,C01974,2024-06-09,Click & Collect,S007,,Delivered
O000769,C03165,2024-04-23,Click & Collect,S009,,Delivered
O000770,C01388,2024-05-22,In-Store,S005,,Returned
O000771,C03417,2024-12-29,In-Store,S005,,Processing
O000772,C04461,2022-11-26,In-Store,S004,PR001,Delivered
O000773,C01667,2024-08-05,In-Store,S004,,Delivered
O000774,C00629,2023-12-24,In-Store,S006,,Delivered
O000775,C00815,2023-09-22,Online,,,Delivered
O000776,C00652,2022-12-10,Online,,,Delivered
O000777,C03268,2024-04-23,Online,,,Delivered
O000778,C03082,2024-11-10,Click & Collect,S003,,Returned
O000779,C00596,2024-06-20,In-Store,S007,,Delivered
O000780,C04526,2024-10-25,In-Store,S009,,Cancelled
O000781,C01759,2023-01-12,Online,,,Delivered
O000782,C00352,2024-04-21,Online,,,Delivered
O000783,C03165,2024-11-17,Online,,,Delivered
O000784,C01112,2023-08-01,Online,,,Delivered
O000785,C00129,2022-12-16,In-Store,S005,,Delivered
O000786,C02958,2024-12-11,In-Store,S005,,Delivered
O000787,C02641,2023-10-17,Online,,,Delivered
O000788,C04068,2024-10-29,In-Store,S008,,Delivered
O000789,C00195,2024-11-16,Online,,,Delivered
O000790,C02685,2024-08-21,Online,,,Returned
O000791,C04483,2023-07-07,In-Store,S002,PR003,Delivered
O000792,C03500,2023-04-10,In-Store,S002,,Returned
O000793,C03889,2024-11-18,Online,,,Delivered
O000794,C04643,2024-11-20,In-Store,S004,,Delivered
O000795,C03669,2023-06-17,Online,,,Delivered
O000796,C02747,2024-04-13,In-Store,S008,,Delivered
O000797,C03686,2024-04-11,Online,,,Returned
O000798,C03704,2023-08-15,In-Store,S011,,Delivered
O000799,C02194,2024-12-09,In-Store,S004,,Delivered
O000800,C01558,2023-04-14,Online,,,Delivered
O000801,C01989,2024-10-27,In-Store,S012,,Delivered
O000802,C02842,2023-06-23,In-Store,S009,,Delivered
O000803,C03878,2024-10-27,Click & Collect,S004,,Delivered
O000804,C00485,2022-09-17,Click & Collect,S002,,Delivered
O000805,C01404,2024-12-14,In-Store,S003,,Returned
O000806,C02261,2024-01-10,In-Store,S002,,Delivered
O000807,C04651,2023-11-12,Online,,,Delivered
O000808,C02452,2023-02-16,In-Store,S007,,Delivered
O000809,C00912,2022-08-08,In-Store,S008,,Delivered
O000810,C02362,2023-02-26,Click & Collect,S008,,Delivered
O000811,C00969,2023-10-13,Online,,,Delivered
O000812,C01454,2023-10-10,Click & Collect,S009,,Delivered
O000813,C01150,2023-05-30,Online,,,Cancelled
O000814,C01685,2024-09-23,Click & Collect,S002,,Returned
O000815,C04874,2024-11-18,In-Store,S005,,Delivered
O000816,C02182,2024-06-15,In-Store,S002,,Delivered
O000817,C01565,2023-07-21,Online,,,Delivered
O000818,C04433,2024-08-07,Click & Collect,S009,,Cancelled
O000819,C04490,2023-08-28,Online,,,Delivered
O000820,C03709,2023-11-22,Online,,,Returned
O000821,C03897,2023-04-02,Online,,,Delivered
O000822,C04907,2024-02-19,Online,,,Delivered
O000823,C03844,2023-04-28,In-Store,S008,,Delivered
O000824,C03553,2024-06-17,Online,,,Delivered
O000825,C03434,2024-10-17,In-Store,S007,,Delivered
O000826,C02341,2023-01-25,Click & Collect,S003,,Delivered
O000827,C04969,2024-07-20,In-Store,S004,,Delivered
O000828,C03419,2024-02-23,Online,,,Returned
O000829,C02889,2022-12-27,Online,,,Returned
O000830,C04825,2024-11-26,Online,,,Delivered
O000831,C04791,2022-04-19,Click & Collect,S011,,Delivered
O000832,C00735,2024-03-20,Online,,,Delivered
O000833,C03849,2023-11-28,In-Store,S006,,Delivered
O000834,C01545,2024-02-04,In-Store,S005,,Delivered
O000835,C02305,2022-08-17,Online,,,Delivered
O000836,C03861,2024-12-06,In-Store,S011,,Returned
O000837,C03978,2024-04-26,In-Store,S008,,Delivered
O000838,C00884,2024-09-06,In-Store,S010,,Delivered
O000839,C02044,2023-01-22,Click & Collect,S004,,Delivered
O000840,C03806,2023-09-21,Online,,,Delivered
O000841,C02433,2023-07-10,In-Store,S003,,Delivered
O000842,C03716,2023-11-15,In-Store,S001,,Delivered
O000843,C01292,2023-10-07,In-Store,S006,,Delivered
O000844,C01318,2024-09-20,In-Store,S009,,Cancelled
O000845,C03147,2024-08-15,In-Store,S002,,Delivered
O000846,C02060,2024-12-21,Online,,,Delivered
O000847,C01392,2024-04-09,Click & Collect,S012,,Delivered
O000848,C02840,2023-08-21,In-Store,S007,,Delivered
O000849,C01872,2024-05-17,In-Store,S006,,Returned
O000850,C00352,2024-06-04,Online,,,Delivered
O000851,C01045,2022-06-29,Online,,,Delivered
O000852,C01029,2024-10-19,In-Store,S009,,Delivered
O000853,C03465,2024-09-30,In-Store,S006,,Delivered
O000854,C03412,2023-03-16,In-Store,S010,PR002,Returned
O000855,C00588,2023-04-30,Online,,,Cancelled
O000856,C00612,2024-12-14,In-Store,S007,,Delivered
O000857,C03520,2024-07-12,Click & Collect,S009,,Delivered
O000858,C04158,2024-02-07,In-Store,S004,,Delivered
O000859,C00418,2023-06-17,In-Store,S003,,Delivered
O000860,C01926,2022-08-09,Online,,,Delivered
O000861,C04294,2024-04-13,Online,,,Delivered
O000862,C02854,2024-01-31,In-Store,S006,,Delivered
O000863,C04267,2024-10-22,Online,,,Delivered
O000864,C01306,2024-09-24,Online,,,Delivered
O000865,C01044,2024-11-25,In-Store,S007,,Delivered
O000866,C03517,2024-12-30,In-Store,S006,,Shipped
O000867,C04117,2023-07-13,In-Store,S001,,Delivered
O000868,C03222,2024-03-14,In-Store,S010,PR005,Delivered
O000869,C01298,2024-09-16,Online,,,Delivered
O000870,C00404,2024-11-24,In-Store,S005,,Cancelled
O000871,C01792,2024-09-20,Online,,,Delivered
O000872,C02704,2023-12-20,Online,,,Delivered
O000873,C03025,2024-04-21,In-Store,S008,,Delivered
O000874,C02327,2023-08-22,In-Store,S009,,Delivered
O000875,C04810,2024-05-01,In-Store,S010,,Delivered
O000876,C02838,2022-11-22,Click & Collect,S003,,Delivered
O000877,C00195,2024-02-24,In-Store,S005,,Delivered
O000878,C02621,2024-07-31,Click & Collect,S007,,Delivered
O000879,C04392,2024-08-15,Online,,,Delivered
O000880,C02987,2023-03-25,Online,,,Delivered
O000881,C01883,2024-05-11,In-Store,S009,,Delivered
O000882,C01294,2022-12-10,In-Store,S007,,Delivered
O000883,C03636,2024-07-24,Online,,,Delivered
O000884,C02671,2023-11-19,Click & Collect,S004,,Delivered
O000885,C00047,2023-12-01,In-Store,S009,,Delivered
O000886,C04240,2024-10-26,Online,,,Delivered
O000887,C03461,2024-06-18,Online,,,Delivered
O000888,C02585,2024-11-25,Online,,,Delivered
O000889,C01899,2024-11-13,In-Store,S004,,Delivered
O000890,C02605,2024-12-25,In-Store,S009,,Delivered
O000891,C01031,2024-10-11,In-Store,S012,,Delivered
O000892,C03674,2024-09-06,Click & Collect,S001,,Delivered
